,Objektart,MietpreisproMonat,Zimmer,Verfügbarab,rating,adress,publication_date,city,DateofScrapping,Wohnfläche,Geschoss,Kabel-TV,Rollstuhlgängig,Baujahr,Balkon(e),Einstellplatz,Aussenparkplatz,Cheminée,MietpreisproMonat(exkl.NK),Nebenkosten,Lift,ÖV-Haltestelle,Einkaufsmöglichkeit,Haustiereerlaubt,Autobahn,Kindergarten,Primarschule,Sekundarschule,Raumhöhe,Wohnungen,Bäder,Neubau,Still,Sonnig,Nutzfläche,Toiletten,Kinderfreundlich,Erstbezug,Minergie-zertifiziert,AltesGebäude,Geschirrspülmaschine,Wasseranschluss,Kubatur,Eckhaus,Veranda,Hochparterre,Hebebühne,Anfahrrampe,Holzofen,Grundstückfläche
23012819,Wohnung,1310,2.5,01.04.2020,5,"Stiglenstrasse 39, 8052 Zürich",21.01.2020,zuerich,26.02.2020,55,2.Stock,1,,1967,1,,,,1130,180,1,500m,500m,,1000m,500m,500m,500m,,,,,,,,,,,,,,,,,,,,,,
22797476,Attika,5330,3,,4,"Giesshübelstrasse 62b, 8045 Zürich",22.01.2020,zuerich,26.02.2020,203,6.Stock,1,,2008,1,1,1,,4825,505,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16765312,Wohnung,3250,3.5,sofort,2,"Kelchweg, 8048 Zürich",22.01.2020,zuerich,26.02.2020,90,,1,,2011,1,,1,,3000,250,,200m,650m,,2800m,,,,,,,,,,,,,,,,,,,,,,,,,
22785024,Wohnung,1145,1,01.04.2020,NaN,"Bederstrasse, 119, 8002 Zürich ZH",21.01.2020,zuerich,26.02.2020,,5.Stock,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22786696,Wohnung,3690,1.5,nachVereinbarung,NaN,"Vulkanstrasse 110c, 8048 Zürich",21.01.2020,zuerich,26.02.2020,88,5.Stock,,,,,,,,3490,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22870600,Studio,1200,1,nachVereinbarung,NaN,"CONTACT ME BY EMAIL: sem330@gmx.com, 8006 Zürich",21.01.2020,zuerich,26.02.2020,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14494958,Wohnung,4450,2,01.05.2020,NaN,"Zeltweg 93, 8032 Zürich",21.01.2020,zuerich,26.02.2020,103,2.Stock,,,,,1,,,,,1,30m,100m,,3300m,,,,,,,,,,,,,,1,,,,,,,,,,,
22788910,Wohnung,1900,3,01.04.2020,NaN,"Frohalpstrasse 89, 8038 Zürich",21.01.2020,zuerich,26.02.2020,50,EG,1,,,1,,,,1700,200,,100m,250m,1,1000m,,,,,,,,,,53,,1,,,,,,,,,,,,,
22787956,Wohnung,2150,3,01.04.2020,NaN,"Hardturmstrasse 106, 8005 Zürich ZH",21.01.2020,zuerich,26.02.2020,60,1.Stock,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
23001501,Wohnung,1700,4,16.03.2020,5,"Schumacherweg 27, 8046 Zürich",21.01.2020,zuerich,26.02.2020,68,EG,,,1956,,,,,1400,300,,100m,500m,,,200m,300m,300m,,,,,,,,,,,,,,,,,,,,,,
22789827,Loft,2800,2.5,nachVereinbarung,NaN,8003 Zürich ZH,21.01.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23018948,Wohnung,1780,2,01.04.2020,4,"Tramstr. 91, 8050 Zürich",21.01.2020,zuerich,26.02.2020,55,1.Stock,1,,1989,1,,,,1550,230,1,500m,500m,1,1500m,250m,250m,1000m,,,,,,,,,1,,,,,,,,,,,,,
22790082,Wohnung,3540,3.5,01.04.2020,NaN,"Geranienstrasse 14, 8008 Zürich",,zuerich,26.02.2020,70,4.Stock,,,,1,1,1,,3340,200,1,150m,800m,1,,,,,,,,,,,,1,,,,,,,,,,,,,,
22782088,Wohnung,1170,1.5,01.03.2020,5,"Winterthurerstr. 76, 8006 Zürich",20.01.2020,zuerich,26.02.2020,38,2.Stock,1,,1940,,,,,970,200,1,,200m,1,2000m,400m,400m,400m,,,,,,,,,,,,,,,,,,,,,,
22784948,Wohnung,30,,nachVereinbarung,NaN,8046 Zürich ZH,21.01.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22784058,Maisonette,2170,2.5,,NaN,"Witikonerstr. 368, 8053 Zürich",20.01.2020,zuerich,26.02.2020,100,EG,1,,,1,,,,1880,290,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22783723,Wohnung,2558,2.5,nachVereinbarung,NaN,"Carl Spitteler-Strasse 32, 8053 Zürich",,zuerich,26.02.2020,89,Untergeschoss,,,2012,,,,,2364,194,,75m,400m,,8700m,,,,,,,,,,,,,,,,,,,,,,,,,
22784047,Wohnung,2350,3.5,,4,"Michael Maggi-Strasse 4, 8046 Zürich",20.01.2020,zuerich,26.02.2020,97,6.Stock,1,,2009,1,1,,,,,1,160m,370m,,600m,420m,420m,,,,,,,,,,,,,,,,,,,,,,,
22781048,Wohnung,1410,1.5,sofort,3,"Frohburgstrasse 303, 8057 Zürich",20.01.2020,zuerich,26.02.2020,33,1.Stock,,,1969,1,1,1,,1330,80,,350m,450m,,900m,,,,,,,,,,,,,,,,,,,,,,,,,
22781027,Wohnung,5670,3.5,01.04.2020,3,"Mittelbergsteig 12, 8044 Zürich",20.01.2020,zuerich,26.02.2020,132,3.Stock,,,2010,1,1,,,5205,465,1,100m,100m,,,,,,,,,,,,,,,,,,,,,,,,,,,
22993494,Wohnung,600,2.5,nachVereinbarung,NaN,8005 Zürich ZH,21.01.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22782155,Wohnung,1345,3,01.04.2020,NaN,"Glatttalstrasse 137, 8052 Zürich",20.01.2020,zuerich,26.02.2020,,1.Stock,,,,1,,,,1220,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22781046,Wohnung,2810,4.5,,NaN,"Wiesliacher 61, 8053 Zürich",20.01.2020,zuerich,26.02.2020,112,3.Stock,1,,,1,1,,1,2650,160,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22780987,Wohnung,1800,1.5,,NaN,"Hufgasse 15, 8008 Zürich",22.01.2020,zuerich,26.02.2020,42,1.Stock,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22780528,Wohnung,3500,3.5,nachVereinbarung,NaN,"Giacomettistrasse, 8049 Zürich",20.01.2020,zuerich,26.02.2020,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22781014,Maisonette,3170,2.5,sofort,NaN,"Elsastrasse 15, 8004 Zürich",20.01.2020,zuerich,26.02.2020,80,5.Stock,,,,1,,,,2990,180,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22786030,Wohnung,2790,3.5,01.03.2020,NaN,"Regensdorferstrasse 72, 8049 Zürich",20.01.2020,zuerich,26.02.2020,74,2.Stock,1,,,,1,,,2590,200,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,
22781010,Wohnung,3900,4.5,,NaN,"Birmensdorferstrasse 93, 8003 Zürich",20.01.2020,zuerich,26.02.2020,110,4.Stock,1,,,1,,,1,3680,220,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22777623,Wohnung,3400,2.5,nachVereinbarung,NaN,8004 Zürich ZH,20.01.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22781008,Wohnung,3600,2.5,sofort,3,"Brandschenkestrasse 64, 8002 Zürich",20.01.2020,zuerich,26.02.2020,74,1.Stock,1,,2015,1,,,,,,1,150m,300m,,500m,,,,,,,,,,96,,,,,,,,,,,,,,,
22422600,Wohnung,4640,4.5,sofort,NaN,"Dufourstrasse 188, 8008 Zürich",20.01.2020,zuerich,26.02.2020,118,2.Stock,,,,1,,,,4300,340,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22782191,Wohnung,1720,2,sofort,4,"Regensdorferstrasse 62, 8049 Zürich",20.01.2020,zuerich,26.02.2020,55,2.Stock,1,,1957,,,,,1550,170,,,,,,,,,,6,,,,,,,,,,,,,,1,,,,,,
22777463,Wohnung,1100,1,sofort,NaN,"Oerlikonerstrasse 54A, 8057 Zürich ZH",20.01.2020,zuerich,26.02.2020,13,2.Stock,,,2010,1,1,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
22770492,Wohnung,1750,2.5,02.03.2020,NaN,8003 Zürich ZH,18.01.2020,zuerich,26.02.2020,,3.Stock,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22937547,Wohnung,5695,6,01.04.2020,NaN,"Sonneggstrasse 88, 8006 Zürich",18.01.2020,zuerich,26.02.2020,160,1.Stock,1,,,1,,,,5230,465,1,100m,500m,,1800m,350m,400m,550m,,,,,,,,,1,,,,,,,,,,,,,
22770585,Wohnung,4150,3.5,01.04.2020,NaN,"Neunbrunnenstr. 38, 8050 Zürich",18.01.2020,zuerich,26.02.2020,109,14.Stock,,,,,,,,3920,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22770590,Wohnung,1880,3,01.04.2020,NaN,"Schaffhauserstrasse 488, 8052 Zürich",18.01.2020,zuerich,26.02.2020,58,EG,,,,1,,1,,1720,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22770592,Wohnung,3200,4.5,01.04.2020,3,"Allenmoosstrasse 115, 8057 Zürich",18.01.2020,zuerich,26.02.2020,110,1.Stock,1,,1964,1,1,,1,2850,350,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
22777351,Wohnung,1250,1,sofort,4,"Ruedi-Walter-Strasse, 3, 8050 Zürich ZH",20.01.2020,zuerich,26.02.2020,20,3.Stock,1,1,2014,1,1,1,,1100,150,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22777404,Wohnung,3930,4.5,nachVereinbarung,NaN,"Kreuzstrasse, 40, 8008 Zürich ZH",20.01.2020,zuerich,26.02.2020,88,2.Stock,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22777353,Wohnung,1575,1,31.03.2020,NaN,8005 Zürich ZH,20.01.2020,zuerich,26.02.2020,99,2.Stock,,,2005,1,,,,1515,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22770019,Wohnung,1430,1,sofort,4,"Merkurstrasse 54, 8032 Zürich ZH",17.01.2020,zuerich,26.02.2020,30,EG,,,1901,1,,,,1345,85,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22774720,Wohnung,1695,1,01.04.2020,NaN,"Veilchenstrasse 14, 8032 Zürich",18.01.2020,zuerich,26.02.2020,27,1.Stock,1,,1960,,,,,1525,170,,10m,100m,,,,,,,,,,,,,,,,,,,,,,,,,,,
22852683,Wohnung,3845,5,01.03.2020,5,"Stampfenbachstrasse, 8006 Zürich",17.01.2020,zuerich,26.02.2020,120,2.Stock,1,,1897,1,,,,3500,345,,120m,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22936987,Wohnung,2600,3.5,nachVereinbarung,NaN,8008 Zürich,17.01.2020,zuerich,26.02.2020,64,,,,,1,,,,2400,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22768510,Wohnung,2170,2.5,01.04.2020,5,"Werdstrasse 122 (B2), 8003 Zürich",17.01.2020,zuerich,26.02.2020,55,3.Stock,1,,2017,,,,,2010,160,1,,,1,,,,,,,,1,,,,,1,,1,,,,,,,,,,,
22916086,Wohnung,1800,2.5,nachVereinbarung,NaN,8003 Zürich ZH,17.01.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22773089,Wohnung,4190,4.5,15.03.2020,NaN,"Seefeldstrasse 202, 8008 Zürich",17.01.2020,zuerich,26.02.2020,120,4.Stock,,,,,,,,3890,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22907629,Wohnung,2100,2.5,nachVereinbarung,NaN,8047 Zürich ZH,17.01.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22772042,Dachwohnung,2968,3.5,nachVereinbarung,3,"Holderbachweg 21 A, 8046 Zürich",,zuerich,26.02.2020,130,3.Stock,1,,1972,1,1,,1,2760,208,,500m,500m,1,3000m,300m,,,260cm,,,,,,130,,1,,,,,,,,,,,,,
22764888,Wohnung,1800,1,01.03.2020,NaN,"Europaallee 45, 8004 Zürich ZH",17.01.2020,zuerich,26.02.2020,,6.Stock,1,,2017,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22827616,Wohnung,1200,1,sofort,NaN,8051 Zürich ZH,16.01.2020,zuerich,26.02.2020,,3.Stock,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22757246,Wohnung,aufAnfrage,,nachVereinbarung,NaN,"Waffenplatzstrasse 68, 8002 Zürich ZH",16.01.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22756264,Wohnung,2170,3.5,sofort,NaN,"Buchholzstrasse 171, 8053 Zürich",16.01.2020,zuerich,26.02.2020,,2.Stock,,,,1,,,,1890,280,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,
22755819,Wohnung,8150,4.5,nachVereinbarung,NaN,"Pfingstweidstrasse 98, 8005 Zürich",16.01.2020,zuerich,26.02.2020,218,,,,2013,,1,,,7350,800,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22759005,Wohnung,1973,2,16.04.2020,NaN,"Imbisbühlstrasse 55, 8049 Zürich",16.01.2020,zuerich,26.02.2020,64,Untergeschoss,1,,1948,,,,,1800,173,,50m,800m,1,,325m,92m,92m,,,,,,,,,,,,,,,,,,,,,,
22753365,Attika,4200,4,nachVereinbarung,NaN,"Clausiusstr. 62, 8006 Zürich",15.01.2020,zuerich,26.02.2020,77,4.Stock,,,,,,,,3950,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22758499,Wohnung,aufAnfrage,6.5,,NaN,"Rigistrasse 14, 8006 Zürich",16.01.2020,zuerich,26.02.2020,220,EG,,,1895,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22755805,Wohnung,8150,4.5,,NaN,8005 Zürich,16.01.2020,zuerich,26.02.2020,218,,,,,,,,,7350,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22783526,Wohnung,2332,4.5,01.04.2020,NaN,"Griesernweg 33, 8037 Zürich",15.01.2020,zuerich,26.02.2020,,1.Stock,,,,1,,,,2122,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22756321,Wohnung,1440,1.5,nachVereinbarung,5,"Waffenplatzstrasse 68, 8002 Zürich",16.01.2020,zuerich,26.02.2020,45,4.Stock,,,1970,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22301802,Studio,55,2,nachVereinbarung,NaN,8004 Zürich ZH,16.01.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22936442,Wohnung,2900,3.5,sofort,NaN,"Witikonerstrasse 315, 8053 Zürich",15.01.2020,zuerich,26.02.2020,85,EG,1,,,1,,,,2600,300,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,
22745106,Wohnung,2250,2.5,sofort,NaN,"Mattackerstrasse 29, 8052 Zürich",14.01.2020,zuerich,26.02.2020,112,3.Stock,1,,,1,1,,1,1950,300,1,400m,400m,,,,,,,,,,,,,,,,,,,,,,,,,,,
22748289,Wohnung,2330,2.5,nachVereinbarung,4,"Hüttisstr. 6, 8050 Zürich",15.01.2020,zuerich,26.02.2020,87,EG,,,1993,,,,,2120,210,1,150m,250m,,,200m,600m,600m,,,,,,,,,,,,,,,,,,,,,,
22752840,Wohnung,2940,3.5,01.04.2020,4,"Tramstrasse 2, 8050 Zürich",15.01.2020,zuerich,26.02.2020,86,3.Stock,1,,2016,,,,,2700,240,1,,50m,1,,170m,200m,200m,,,,1,,,,,,,,,,,,,,,,,,
22744849,Wohnung,3230,4.5,01.03.2020,5,"Alfred Escher-Str. 46, 8002 Zürich",14.01.2020,zuerich,26.02.2020,105,1.Stock,1,,1950,,,,,2850,380,1,,300m,1,1500m,500m,63m,500m,,,,,,,,,1,,,,,,,,,,,,,
22745084,Wohnung,6400,4.5,,3,8032 Zürich,14.01.2020,zuerich,26.02.2020,141,2.Stock,1,,2019,1,,1,,5950,450,1,200m,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,
22746944,Wohnung,3840,4.5,sofort,2,"Brown Boveri-Str. 12, 8050 Zürich",14.01.2020,zuerich,26.02.2020,135,4.Stock,,,2000,1,1,,,3500,340,1,20m,200m,1,,300m,300m,300m,,,,,,,,,,,,,,,,,,,,,,
22745041,Wohnung,3100,2.5,,NaN,"Oberdorfstrasse 2, 8001 Zürich",14.01.2020,zuerich,26.02.2020,65,3.Stock,1,,,1,,,,2850,250,1,10m,10m,,,,,,,,,,,,,,,,,,,,,,,,,,,
22745083,Maisonette,5500,5.5,sofort,4,"Höhenweg 19, 8032 Zürich",14.01.2020,zuerich,26.02.2020,180,3.Stock,1,,1924,1,1,1,,,,,250m,250m,,,400m,400m,400m,,,,,,,,,1,,,,,,,,,,,,,
22897606,Wohnung,2100,2,sofort,4,"Schöntalstrasse 27, 8004 Zürich",14.01.2020,zuerich,26.02.2020,48,EG,1,,1890,,,,,1950,150,1,100m,50m,,,10m,300m,,,,,,,,,,1,,,,,,,,,,,,,
22740010,Wohnung,2390,3,nachVereinbarung,NaN,8037 Zürich ZH,14.01.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22745304,Wohnung,2270,2.5,sofort,NaN,"Regensdorferstrasse 72, 8049 Zürich",14.01.2020,zuerich,26.02.2020,48,2.Stock,1,,,,1,,,2100,170,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,
22743450,Wohnung,1715,2.5,01.03.2020,5,"Fuchsiastr. 11, 8048 Zürich",14.01.2020,zuerich,26.02.2020,61,EG,1,,1993,1,1,,,1500,215,1,100m,200m,1,,100m,700m,700m,,,,,,,,,1,,,1,,,,,,,,,,
22745136,Wohnung,2500,2.5,01.04.2020,5,"Forchstrasse 150, 8032 Zürich",14.01.2020,zuerich,26.02.2020,64,1.Stock,,,2016,,,,,2280,220,1,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,
22746667,Wohnung,1990,3,01.05.2020,5,"Kienastenwiesweg 31, 8053 Zürich",14.01.2020,zuerich,26.02.2020,82,EG,,,1971,,,,,1760,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22739253,Maisonette,4332,4.5,01.04.2020,5,"Loorenstrasse 66, 8053 Zürich",14.01.2020,zuerich,26.02.2020,147,EG,,,2018,1,1,1,,4067,265,1,450m,450m,1,6000m,700m,700m,,,,,,,,,,1,,,,,,,,,,,,,
22741062,Dachwohnung,3260,3.5,nachVereinbarung,3,8002 Zürich,14.01.2020,zuerich,26.02.2020,72,2.Stock,1,,1992,1,,,,3033,227,,,129m,1,,,,,,,,,,,,1,,,,,,,,,,,,,,
22746872,Wohnung,3640,3.5,01.04.2020,2,"Leutschenbachstrasse 50/50a, 8050 Zürich",14.01.2020,zuerich,26.02.2020,109,18.Stock,,,2010,,1,,,3340,300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22739249,Wohnung,1703,2.5,01.04.2020,NaN,"Köschenrütistrasse 6, 8052 Zürich",14.01.2020,zuerich,26.02.2020,75,1.Stock,1,,,1,1,,1,1528,175,,100m,200m,,1800m,500m,500m,,,,,,,,,,,,,,,,,,,,,,,
22741330,Dachwohnung,3260,3.5,nachVereinbarung,3,"Zürich, 8002 Zürich",14.01.2020,zuerich,26.02.2020,72,,1,,1992,1,,,,3033,227,,148m,129m,,,,,,,,,,,,,,,,,,,,,,,,,,,
22736146,Wohnung,2661,4.5,,NaN,8052 Zürich,13.01.2020,zuerich,26.02.2020,103,2.Stock,,,,,,,,2311,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23001512,Wohnung,2050,3.5,01.04.2020,NaN,"Im Glockenacker 59, 8053 Zürich",13.01.2020,zuerich,26.02.2020,90,2.Stock,1,,,1,1,1,,1770,280,,250m,600m,1,,,,,,,,,,,,,1,,,,,,,,,,,,,
22988570,Wohnung,2200,2,01.04.2020,NaN,"Rindermarkt 18, 8001 Zürich",14.01.2020,zuerich,26.02.2020,38,3.Stock,1,,1375,,,,,1990,210,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,
22736811,Wohnung,1865,2,01.03.2020,NaN,"Badenerstrasse 434, 8004 Zürich",13.01.2020,zuerich,26.02.2020,58,2.Stock,1,,,,,,,1710,155,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22736106,Wohnung,3850,2.5,,4,"Pfingstweidstrasse 98, 8005 Zürich",13.01.2020,zuerich,26.02.2020,115,19.Stock,1,,2016,1,1,,,3600,250,1,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,
22963824,Wohnung,1500,2,nachVereinbarung,NaN,8004 Zürich ZH,13.01.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23008034,Wohnung,2950,3,sofort,4,"Friedhofstrasse 64, 8048 Zürich",,zuerich,26.02.2020,95,EG,1,,2019,1,,,,2700,250,,200m,300m,,500m,200m,200m,200m,,,,1,,,,,1,,,,,,,,,,,,,
22740113,Wohnung,2266,2.5,nachVereinbarung,3,"Grosswiesenstrasse 167, 8051 Zürich",14.01.2020,zuerich,26.02.2020,73,11.Stock,,,2014,1,1,,,2056,210,1,50m,20m,,,,,,,,,1,,,,,,,,,,,,,,,,,,
22738172,Wohnung,2661,4.5,01.04.2020,3,"Leimgrübelstrasse 22, 8052 Zürich",13.01.2020,zuerich,26.02.2020,103,2.Stock,1,,1974,,1,1,,2311,350,,70m,1000m,,,300m,1100m,1100m,,,,,,,,,,,,,,,,,,,,,,
22736591,Wohnung,2660,3.5,01.04.2020,NaN,"Stapferstrasse 41c, 8006 Zürich",13.01.2020,zuerich,26.02.2020,80,1.Stock,1,,,1,,,,2460,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22830190,Maisonette,2980,4,nachVereinbarung,NaN,8049 Zürich ZH,13.01.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22733655,Wohnung,3250,4,01.03.2020,4,"Schaffhauserplatz, 8006 Zürich",13.01.2020,zuerich,26.02.2020,100,2.Stock,1,,1935,1,,,,3000,250,,50m,100m,,,,,,,,,,,,,,,,,1,,,,,,,,,,
22732592,Wohnung,1600,1,sofort,NaN,"Stampfenbachstrasse 151, 8006 Zürich ZH",13.01.2020,zuerich,26.02.2020,26,3.Stock,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22740016,Wohnung,110,1,nachVereinbarung,NaN,8051 Zürich ZH,13.01.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22737001,Wohnung,1890,3,01.04.2020,NaN,"Griesernweg 21, 8037 Zürich",13.01.2020,zuerich,26.02.2020,56,2.Stock,1,,,,,,,1717,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22732952,Wohnung,1100,1,nachVereinbarung,NaN,8053 Zürich ZH,13.01.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22735137,Wohnung,2027,3.5,01.04.2020,NaN,"Naglerwiesenstrasse 42, 8049 Zürich",,zuerich,26.02.2020,,1.Stock,1,,1982,1,1,,,1812,215,1,30m,200m,,,200m,300m,500m,,,,,,,,,1,,,,,,,,,,,,,
22735169,Wohnung,1680,2,sofort,NaN,"Ackerstrasse, 31, 8005 Zürich ZH",13.01.2020,zuerich,26.02.2020,,3.Stock,,,,1,,,,1460,220,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22734534,Wohnung,3945,2.5,01.04.2020,NaN,"Traubenstrasse, 8002 Zürich",13.01.2020,zuerich,26.02.2020,86,,,,,1,,,,3755,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22736097,Wohnung,8900,6,sofort,NaN,8002 Zürich,13.01.2020,zuerich,26.02.2020,189,3.Stock,1,,,,,,,,,1,10m,10m,,,,,,,,,,,,189,,,,,,,,,,,,,,,
22726078,Maisonette,3995,5.5,01.04.2020,5,"Buckhauserstrasse 31, 8048 Zürich",11.01.2020,zuerich,26.02.2020,182,EG,,,2007,1,1,1,,3595,400,1,,100m,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
22724464,Wohnung,180,,nachVereinbarung,NaN,8037 Zürich ZH,10.01.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22725649,Wohnung,6560,12.5,sofort,NaN,"Genossenschaftsstrasse 13, 8050 Zürich",11.01.2020,zuerich,26.02.2020,305,3.Stock,,,2015,,,,,5720,840,1,100m,,,,50m,100m,100m,,,,,,,,,1,,,,,,,,,,,,,
22112731,Wohnung,2650,3.5,nachVereinbarung,NaN,"Furttalstrasse, 8046 Zürich",,zuerich,26.02.2020,96,EG,1,,2019,1,1,,,2300,350,1,,500m,1,900m,400m,600m,,,7,,1,,,,1,1,,,,,1,,,,,,,,68
22726725,Wohnung,3110,2.5,01.04.2020,NaN,"Rebgasse 8, 8004 Zürich",10.01.2020,zuerich,26.02.2020,78,2.Stock,,,,,,,,2850,260,,100m,300m,,750m,,,,,,,,,,,,,,,,,,,,,,,,,
22723109,Wohnung,1490,1,01.04.2020,NaN,"Forsterstrasse 48, 8044 Zürich",10.01.2020,zuerich,26.02.2020,41,1.Stock,,,,,,,,1280,210,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22727844,Wohnung,2812,5.5,,NaN,"Tüfweg 1, 8044 Gockhausen",11.01.2020,zuerich,26.02.2020,,2.Stock,,,,,,,,2446,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22723112,Wohnung,1860,3,16.04.2020,NaN,"Wehntalerstrasse 500, 8046 Zürich",10.01.2020,zuerich,26.02.2020,57,EG,,,,1,,1,,1650,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22725655,Wohnung,3195,3.5,01.04.2020,NaN,"Berninastrasse, 8057 Zürich",11.01.2020,zuerich,26.02.2020,100,EG,1,,,1,1,1,,2975,220,1,200m,200m,,1200m,250m,600m,450m,,,,,,,,,1,,,,,,,,,,,,,
22723121,Einzelzimmer,1250,1,,NaN,"Grossmannstrasse 18, 8049 Zürich",10.01.2020,zuerich,26.02.2020,116,1.Stock,1,,2000,1,,,,,,1,300m,300m,,,,,,,,,,,,13,,,,,,,,,,,,,,,
22722155,Wohnung,1750,1.5,01.04.2020,3,"Hofackerstr. 14, 8032 Zürich",10.01.2020,zuerich,26.02.2020,35,1.Stock,,,1962,,,,,1620,130,1,400m,900m,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22718919,Wohnung,2625,3,nachVereinbarung,NaN,8055 Zürich ZH,10.01.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
